Tissue	Cluster_ID	Annotation
iPSC	iPSC_85	eGene,caPeak
iPSC	iPSC_850	eGene
iPSC	iPSC_851	eGene
iPSC	iPSC_852	eGene,caPeak
iPSC	iPSC_853	eGene
iPSC	iPSC_854	eGene,haPeak
iPSC	iPSC_855	eGene
iPSC	iPSC_856	eGene,caPeak
iPSC	iPSC_857	eGene,caPeak
iPSC	iPSC_858	eGene
iPSC	iPSC_859	eGene,caPeak
iPSC	iPSC_86	eGene,caPeak
iPSC	iPSC_860	eGene,caPeak
iPSC	iPSC_861	eGene
iPSC	iPSC_862	eGene,caPeak
iPSC	iPSC_863	eGene
iPSC	iPSC_864	eGene,caPeak
iPSC	iPSC_865	eGene
iPSC	iPSC_866	eGene,caPeak
iPSC	iPSC_867	eGene
iPSC	iPSC_868	eGene,caPeak
iPSC	iPSC_869	eGene
iPSC	iPSC_87	eGene,caPeak
iPSC	iPSC_870	eGene,caPeak
iPSC	iPSC_871	eGene
iPSC	iPSC_872	eGene,haPeak
iPSC	iPSC_873	eGene,caPeak
iPSC	iPSC_874	eGene
iPSC	iPSC_875	eGene,caPeak
iPSC	iPSC_876	eGene,caPeak
iPSC	iPSC_877	eGene
iPSC	iPSC_878	eGene,caPeak
iPSC	iPSC_879	eGene,haPeak
iPSC	iPSC_88	eGene,caPeak
iPSC	iPSC_880	eGene,caPeak
iPSC	iPSC_881	eGene
iPSC	iPSC_882	eGene
iPSC	iPSC_883	eGene,caPeak
iPSC	iPSC_884	eGene,caPeak
iPSC	iPSC_885	eGene,caPeak
iPSC	iPSC_886	eGene,caPeak
iPSC	iPSC_887	eGene,caPeak
iPSC	iPSC_888	eGene,caPeak
iPSC	iPSC_889	eGene,caPeak
iPSC	iPSC_89	eGene
iPSC	iPSC_890	eGene,caPeak
iPSC	iPSC_891	eGene
iPSC	iPSC_892	eGene
iPSC	iPSC_893	eGene,caPeak
iPSC	iPSC_894	eGene,haPeak
iPSC	iPSC_895	eGene,caPeak
iPSC	iPSC_896	eGene,caPeak
iPSC	iPSC_897	eGene
iPSC	iPSC_898	eGene,caPeak
iPSC	iPSC_899	eGene,caPeak
iPSC	iPSC_9	eGene,caPeak
iPSC	iPSC_90	eGene,caPeak
iPSC	iPSC_900	eGene,caPeak
iPSC	iPSC_901	eGene,caPeak
iPSC	iPSC_902	eGene
iPSC	iPSC_903	eGene,caPeak
iPSC	iPSC_904	eGene,haPeak
iPSC	iPSC_905	eGene,caPeak
iPSC	iPSC_906	eGene,caPeak
iPSC	iPSC_907	eGene,caPeak
iPSC	iPSC_908	eGene
iPSC	iPSC_909	eGene,caPeak
iPSC	iPSC_91	eGene,caPeak
iPSC	iPSC_910	eGene
iPSC	iPSC_911	eGene
iPSC	iPSC_912	eGene,caPeak
iPSC	iPSC_913	eGene,caPeak
iPSC	iPSC_914	eGene,caPeak
iPSC	iPSC_915	eGene
iPSC	iPSC_916	eGene
iPSC	iPSC_917	eGene,caPeak
iPSC	iPSC_918	eGene,caPeak
iPSC	iPSC_919	eGene
iPSC	iPSC_92	eGene,caPeak
iPSC	iPSC_920	eGene
iPSC	iPSC_921	eGene,caPeak
iPSC	iPSC_922	eGene,caPeak
iPSC	iPSC_923	eGene,caPeak
iPSC	iPSC_924	eGene
iPSC	iPSC_925	eGene,caPeak
iPSC	iPSC_926	eGene,caPeak
iPSC	iPSC_927	eGene,caPeak
iPSC	iPSC_928	eGene
iPSC	iPSC_929	eGene,caPeak
iPSC	iPSC_93	eGene,caPeak,haPeak
iPSC	iPSC_930	eGene,caPeak
iPSC	iPSC_931	eGene
iPSC	iPSC_932	eGene,caPeak
iPSC	iPSC_933	eGene,caPeak
iPSC	iPSC_934	eGene,caPeak
iPSC	iPSC_935	eGene,caPeak
iPSC	iPSC_936	eGene,caPeak
iPSC	iPSC_937	eGene
iPSC	iPSC_938	eGene
iPSC	iPSC_939	eGene,caPeak
iPSC	iPSC_94	eGene,caPeak
iPSC	iPSC_940	eGene
iPSC	iPSC_941	eGene
iPSC	iPSC_942	eGene
iPSC	iPSC_943	eGene,caPeak
iPSC	iPSC_944	eGene,haPeak
iPSC	iPSC_945	eGene,caPeak
iPSC	iPSC_946	eGene,caPeak
iPSC	iPSC_947	eGene,caPeak
iPSC	iPSC_948	eGene,caPeak
iPSC	iPSC_949	eGene
iPSC	iPSC_95	eGene,caPeak
iPSC	iPSC_950	eGene,caPeak
iPSC	iPSC_951	eGene
iPSC	iPSC_952	eGene,caPeak
iPSC	iPSC_953	eGene,caPeak
iPSC	iPSC_954	eGene
iPSC	iPSC_955	eGene
iPSC	iPSC_956	eGene,caPeak
iPSC	iPSC_957	eGene
iPSC	iPSC_958	eGene
iPSC	iPSC_959	eGene,caPeak
iPSC	iPSC_96	eGene,caPeak
iPSC	iPSC_960	eGene,haPeak
iPSC	iPSC_961	eGene
iPSC	iPSC_962	eGene,caPeak
iPSC	iPSC_963	eGene,caPeak
iPSC	iPSC_964	eGene,caPeak
iPSC	iPSC_965	eGene,caPeak
iPSC	iPSC_966	eGene
iPSC	iPSC_967	eGene,caPeak
iPSC	iPSC_968	eGene,caPeak
iPSC	iPSC_969	eGene,caPeak
iPSC	iPSC_97	eGene,caPeak,haPeak
iPSC	iPSC_970	eGene,caPeak
iPSC	iPSC_971	eGene,caPeak
iPSC	iPSC_972	eGene,caPeak
iPSC	iPSC_973	eGene
iPSC	iPSC_974	eGene,caPeak
iPSC	iPSC_975	eGene,caPeak
iPSC	iPSC_976	eGene
iPSC	iPSC_977	eGene,haPeak
iPSC	iPSC_978	eGene
iPSC	iPSC_979	eGene
iPSC	iPSC_98	eGene,caPeak
iPSC	iPSC_980	eGene
iPSC	iPSC_981	eGene
iPSC	iPSC_982	eGene,haPeak
iPSC	iPSC_983	eGene,caPeak
iPSC	iPSC_984	eGene,caPeak
iPSC	iPSC_985	eGene,caPeak
iPSC	iPSC_986	eGene,caPeak
iPSC	iPSC_987	eGene,haPeak
iPSC	iPSC_988	eGene,caPeak
iPSC	iPSC_989	eGene
iPSC	iPSC_99	eGene,caPeak
iPSC	iPSC_990	eGene,caPeak
iPSC	iPSC_991	eGene,caPeak
iPSC	iPSC_992	eGene
iPSC	iPSC_993	eGene,caPeak
iPSC	iPSC_994	eGene
iPSC	iPSC_995	eGene,caPeak
iPSC	iPSC_996	eGene,caPeak
iPSC	iPSC_997	eGene
iPSC	iPSC_998	eGene,caPeak
iPSC	iPSC_999	eGene,caPeak
CVPC	CVPC_1	eGene,caPeak,haPeak
CVPC	CVPC_10	eGene,caPeak,haPeak
CVPC	CVPC_100	eGene,caPeak
CVPC	CVPC_1000	eGene,caPeak
CVPC	CVPC_1001	eGene,haPeak
CVPC	CVPC_1002	eGene,haPeak
CVPC	CVPC_1003	eGene,caPeak
CVPC	CVPC_1004	eGene
CVPC	CVPC_1005	eGene,caPeak
CVPC	CVPC_1006	eGene,haPeak
CVPC	CVPC_1007	eGene,haPeak
CVPC	CVPC_1008	eGene,haPeak
CVPC	CVPC_1009	eGene,haPeak
CVPC	CVPC_101	caPeak,haPeak
CVPC	CVPC_1010	eGene,haPeak
CVPC	CVPC_1011	eGene,caPeak
CVPC	CVPC_1012	eGene,haPeak
CVPC	CVPC_1013	eGene,haPeak
CVPC	CVPC_1014	eGene,haPeak
CVPC	CVPC_1015	eGene
CVPC	CVPC_1016	eGene,caPeak
CVPC	CVPC_1017	eGene,haPeak
CVPC	CVPC_1018	eGene,haPeak
CVPC	CVPC_1019	eGene,caPeak
CVPC	CVPC_102	caPeak,haPeak
CVPC	CVPC_1020	eGene,caPeak
CVPC	CVPC_1021	eGene,haPeak
CVPC	CVPC_1022	eGene
CVPC	CVPC_1023	eGene
CVPC	CVPC_1024	eGene
CVPC	CVPC_1025	eGene,haPeak
CVPC	CVPC_1026	eGene,haPeak
CVPC	CVPC_1027	eGene,caPeak
CVPC	CVPC_1028	eGene,caPeak
CVPC	CVPC_1029	eGene,caPeak
CVPC	CVPC_103	caPeak,haPeak
CVPC	CVPC_1030	eGene,caPeak
CVPC	CVPC_1031	eGene,haPeak
CVPC	CVPC_1032	eGene,haPeak
CVPC	CVPC_1033	eGene
CVPC	CVPC_1034	eGene,caPeak
CVPC	CVPC_1035	eGene,haPeak
CVPC	CVPC_1036	eGene,caPeak
CVPC	CVPC_1037	eGene,caPeak
CVPC	CVPC_1038	eGene,haPeak
CVPC	CVPC_1039	eGene,caPeak
CVPC	CVPC_104	caPeak,haPeak
CVPC	CVPC_1040	eGene,haPeak
CVPC	CVPC_1041	eGene
CVPC	CVPC_1042	eGene,caPeak
CVPC	CVPC_1043	eGene,caPeak
CVPC	CVPC_1044	eGene,caPeak
CVPC	CVPC_1045	eGene,haPeak
CVPC	CVPC_1046	eGene,haPeak
CVPC	CVPC_1047	eGene,haPeak
CVPC	CVPC_1048	eGene,caPeak
CVPC	CVPC_1049	eGene,haPeak
CVPC	CVPC_105	caPeak,haPeak
CVPC	CVPC_1050	eGene,haPeak
CVPC	CVPC_1051	eGene,haPeak
CVPC	CVPC_1052	eGene,haPeak
CVPC	CVPC_1053	eGene,caPeak
CVPC	CVPC_1054	eGene,haPeak
CVPC	CVPC_1055	eGene,haPeak
CVPC	CVPC_1056	eGene,haPeak
CVPC	CVPC_1057	eGene,haPeak
CVPC	CVPC_1058	eGene
CVPC	CVPC_1059	eGene,haPeak
CVPC	CVPC_106	caPeak,haPeak
CVPC	CVPC_1060	eGene,haPeak
CVPC	CVPC_1061	eGene
CVPC	CVPC_1062	eGene,haPeak
CVPC	CVPC_1063	eGene
CVPC	CVPC_1064	eGene
CVPC	CVPC_1065	eGene,haPeak
CVPC	CVPC_1066	eGene,caPeak
CVPC	CVPC_1067	eGene,haPeak
CVPC	CVPC_1068	eGene
CVPC	CVPC_1069	eGene,caPeak
CVPC	CVPC_107	caPeak,haPeak
CVPC	CVPC_1070	eGene,caPeak
CVPC	CVPC_1071	eGene,caPeak
CVPC	CVPC_1072	eGene
CVPC	CVPC_1073	eGene,caPeak
CVPC	CVPC_1074	eGene,haPeak
CVPC	CVPC_1075	eGene,haPeak
CVPC	CVPC_1076	eGene,haPeak
CVPC	CVPC_1077	eGene,haPeak
CVPC	CVPC_1078	eGene,haPeak
CVPC	CVPC_1079	eGene,caPeak
CVPC	CVPC_108	caPeak,haPeak
CVPC	CVPC_1080	eGene
CVPC	CVPC_1081	eGene,haPeak
CVPC	CVPC_1082	eGene,haPeak
CVPC	CVPC_1083	eGene,caPeak
CVPC	CVPC_1084	eGene,haPeak
CVPC	CVPC_1085	eGene,haPeak
CVPC	CVPC_1086	eGene
CVPC	CVPC_1087	eGene,haPeak
CVPC	CVPC_1088	eGene,caPeak
CVPC	CVPC_1089	eGene,haPeak
CVPC	CVPC_109	caPeak,haPeak
CVPC	CVPC_1090	eGene,haPeak
CVPC	CVPC_1091	eGene,caPeak
CVPC	CVPC_1092	eGene,haPeak
CVPC	CVPC_1093	eGene,caPeak
CVPC	CVPC_1094	eGene
CVPC	CVPC_1095	eGene,haPeak
CVPC	CVPC_1096	eGene
CVPC	CVPC_1097	eGene
CVPC	CVPC_1098	eGene,haPeak
CVPC	CVPC_1099	eGene,haPeak
CVPC	CVPC_11	eGene,haPeak
CVPC	CVPC_110	caPeak,haPeak
CVPC	CVPC_1100	eGene,haPeak
CVPC	CVPC_1101	eGene,caPeak
CVPC	CVPC_1102	eGene,haPeak
CVPC	CVPC_1103	eGene,haPeak
CVPC	CVPC_1104	eGene,caPeak
CVPC	CVPC_1105	eGene,haPeak
CVPC	CVPC_1106	eGene,caPeak
CVPC	CVPC_1107	eGene,haPeak
CVPC	CVPC_1108	eGene,caPeak
CVPC	CVPC_1109	eGene,haPeak
CVPC	CVPC_111	caPeak,haPeak
CVPC	CVPC_1110	eGene,caPeak
CVPC	CVPC_1111	eGene,caPeak
CVPC	CVPC_1112	eGene,caPeak
CVPC	CVPC_1113	eGene,haPeak
CVPC	CVPC_1114	eGene,caPeak
CVPC	CVPC_1115	eGene,haPeak
CVPC	CVPC_1116	eGene,caPeak
CVPC	CVPC_1117	eGene,haPeak
CVPC	CVPC_1118	eGene,caPeak
CVPC	CVPC_1119	eGene,haPeak
CVPC	CVPC_112	caPeak,haPeak
CVPC	CVPC_1120	eGene,caPeak
CVPC	CVPC_1121	eGene,haPeak
CVPC	CVPC_1122	eGene,caPeak
CVPC	CVPC_1123	eGene,haPeak
CVPC	CVPC_1124	eGene,haPeak
CVPC	CVPC_1125	eGene,caPeak
CVPC	CVPC_1126	eGene,caPeak
CVPC	CVPC_1127	eGene,caPeak
CVPC	CVPC_1128	eGene,caPeak
CVPC	CVPC_1129	eGene
CVPC	CVPC_113	caPeak,haPeak
CVPC	CVPC_1130	eGene,haPeak
CVPC	CVPC_1131	eGene,caPeak
CVPC	CVPC_1132	eGene
CVPC	CVPC_1133	eGene
CVPC	CVPC_1134	eGene
CVPC	CVPC_1135	eGene,haPeak
CVPC	CVPC_1136	eGene,haPeak
CVPC	CVPC_1137	eGene,caPeak
CVPC	CVPC_1138	eGene,caPeak
CVPC	CVPC_1139	eGene,haPeak
CVPC	CVPC_114	caPeak,haPeak
CVPC	CVPC_1140	eGene,haPeak
CVPC	CVPC_1141	eGene,haPeak
CVPC	CVPC_1142	eGene,haPeak
CVPC	CVPC_1143	eGene,haPeak
CVPC	CVPC_1144	eGene,haPeak
CVPC	CVPC_1145	eGene
CVPC	CVPC_1146	eGene,caPeak
CVPC	CVPC_1147	eGene,caPeak
CVPC	CVPC_1148	eGene,haPeak
CVPC	CVPC_1149	eGene,haPeak
CVPC	CVPC_115	caPeak,haPeak
CVPC	CVPC_1150	eGene,haPeak
CVPC	CVPC_1151	eGene,haPeak
CVPC	CVPC_1152	eGene,haPeak
CVPC	CVPC_1153	eGene,caPeak
CVPC	CVPC_1154	eGene,caPeak
CVPC	CVPC_1155	eGene,caPeak
CVPC	CVPC_1156	eGene,caPeak
CVPC	CVPC_1157	eGene
CVPC	CVPC_1158	eGene,caPeak
CVPC	CVPC_1159	eGene,caPeak
CVPC	CVPC_116	caPeak,haPeak
CVPC	CVPC_1160	eGene,haPeak
CVPC	CVPC_1161	eGene,caPeak
CVPC	CVPC_1162	eGene,caPeak
CVPC	CVPC_1163	eGene
CVPC	CVPC_1164	eGene,haPeak
CVPC	CVPC_1165	eGene
CVPC	CVPC_1166	eGene,caPeak
CVPC	CVPC_1167	eGene
CVPC	CVPC_1168	eGene,haPeak
CVPC	CVPC_1169	eGene,haPeak
CVPC	CVPC_117	haPeak
CVPC	CVPC_1170	eGene,haPeak
CVPC	CVPC_1171	eGene,haPeak
CVPC	CVPC_1172	eGene
CVPC	CVPC_1173	eGene,caPeak
CVPC	CVPC_1174	eGene
CVPC	CVPC_1175	eGene,haPeak
CVPC	CVPC_1176	eGene,caPeak
CVPC	CVPC_1177	eGene
CVPC	CVPC_1178	eGene,caPeak
CVPC	CVPC_1179	eGene,caPeak
CVPC	CVPC_118	haPeak
CVPC	CVPC_1180	eGene
CVPC	CVPC_1181	eGene,caPeak
CVPC	CVPC_1182	eGene,caPeak
CVPC	CVPC_1183	eGene,haPeak
CVPC	CVPC_1184	eGene,haPeak
CVPC	CVPC_1185	eGene,caPeak
CVPC	CVPC_1186	eGene,caPeak
CVPC	CVPC_1187	eGene,caPeak
CVPC	CVPC_1188	eGene
CVPC	CVPC_1189	eGene,haPeak
CVPC	CVPC_119	haPeak
CVPC	CVPC_1190	eGene,haPeak
CVPC	CVPC_1191	eGene,caPeak
CVPC	CVPC_1192	eGene,haPeak
CVPC	CVPC_1193	eGene,haPeak
CVPC	CVPC_1194	eGene
CVPC	CVPC_1195	eGene,caPeak
CVPC	CVPC_1196	eGene,caPeak
CVPC	CVPC_1197	eGene,caPeak
CVPC	CVPC_1198	eGene,caPeak
CVPC	CVPC_1199	eGene,caPeak
CVPC	CVPC_12	eGene,caPeak,haPeak
CVPC	CVPC_120	haPeak
CVPC	CVPC_1200	eGene
CVPC	CVPC_1201	eGene,haPeak
CVPC	CVPC_1202	eGene,caPeak
CVPC	CVPC_1203	eGene,caPeak
CVPC	CVPC_1204	eGene,caPeak
CVPC	CVPC_1205	eGene,caPeak
CVPC	CVPC_1206	eGene
CVPC	CVPC_1207	eGene,haPeak
CVPC	CVPC_1208	eGene
CVPC	CVPC_1209	eGene,caPeak
CVPC	CVPC_121	eGene,caPeak,haPeak
CVPC	CVPC_1210	eGene,haPeak
CVPC	CVPC_1211	eGene,caPeak
CVPC	CVPC_1212	eGene,haPeak
CVPC	CVPC_1213	eGene,haPeak
CVPC	CVPC_1214	eGene
CVPC	CVPC_1215	eGene,caPeak
CVPC	CVPC_1216	eGene,caPeak
CVPC	CVPC_1217	eGene,caPeak
CVPC	CVPC_1218	eGene,caPeak
CVPC	CVPC_1219	eGene,haPeak
CVPC	CVPC_122	eGene,caPeak,haPeak
CVPC	CVPC_1220	eGene,caPeak
CVPC	CVPC_1221	eGene,haPeak
CVPC	CVPC_1222	eGene,caPeak
CVPC	CVPC_1223	eGene,haPeak
CVPC	CVPC_1224	eGene,haPeak
CVPC	CVPC_1225	eGene,caPeak
CVPC	CVPC_1226	eGene,haPeak
CVPC	CVPC_1227	eGene,caPeak
CVPC	CVPC_1228	eGene,haPeak
CVPC	CVPC_1229	eGene
CVPC	CVPC_123	eGene,caPeak,haPeak
CVPC	CVPC_1230	eGene
CVPC	CVPC_1231	eGene,caPeak
CVPC	CVPC_1232	eGene,caPeak
CVPC	CVPC_1233	eGene,haPeak
CVPC	CVPC_1234	eGene
CVPC	CVPC_1235	eGene,caPeak
CVPC	CVPC_1236	eGene,haPeak
CVPC	CVPC_1237	eGene,haPeak
CVPC	CVPC_1238	eGene,haPeak
CVPC	CVPC_1239	eGene
CVPC	CVPC_124	eGene,caPeak,haPeak
CVPC	CVPC_1240	eGene,haPeak
CVPC	CVPC_1241	eGene,haPeak
CVPC	CVPC_1242	eGene,haPeak
CVPC	CVPC_1243	eGene,haPeak
CVPC	CVPC_1244	eGene,caPeak
CVPC	CVPC_1245	eGene,caPeak
CVPC	CVPC_1246	eGene,haPeak
CVPC	CVPC_1247	eGene
CVPC	CVPC_1248	eGene
CVPC	CVPC_1249	eGene,haPeak
CVPC	CVPC_125	eGene,caPeak,haPeak
CVPC	CVPC_1250	eGene,haPeak
CVPC	CVPC_1251	eGene
CVPC	CVPC_1252	eGene,haPeak
CVPC	CVPC_1253	eGene,haPeak
CVPC	CVPC_1254	eGene,caPeak
CVPC	CVPC_1255	eGene,haPeak
CVPC	CVPC_1256	eGene,caPeak
CVPC	CVPC_1257	eGene,haPeak
CVPC	CVPC_1258	eGene
CVPC	CVPC_1259	eGene,caPeak
CVPC	CVPC_126	eGene,caPeak,haPeak
CVPC	CVPC_1260	eGene,caPeak
CVPC	CVPC_1261	eGene,caPeak
CVPC	CVPC_1262	eGene,haPeak
CVPC	CVPC_1263	eGene,caPeak
CVPC	CVPC_1264	eGene,haPeak
CVPC	CVPC_1265	eGene,caPeak
CVPC	CVPC_1266	eGene
CVPC	CVPC_1267	eGene,caPeak
CVPC	CVPC_1268	eGene
CVPC	CVPC_1269	eGene,haPeak
CVPC	CVPC_127	eGene,caPeak,haPeak
CVPC	CVPC_1270	eGene,haPeak
CVPC	CVPC_1271	eGene
CVPC	CVPC_1272	eGene,haPeak
CVPC	CVPC_1273	eGene,haPeak
CVPC	CVPC_1274	eGene
CVPC	CVPC_1275	eGene,haPeak
CVPC	CVPC_1276	eGene,haPeak
CVPC	CVPC_1277	eGene,caPeak
CVPC	CVPC_1278	eGene,caPeak
CVPC	CVPC_1279	eGene,haPeak
CVPC	CVPC_128	eGene,haPeak
CVPC	CVPC_1280	eGene,haPeak
CVPC	CVPC_1281	eGene
CVPC	CVPC_1282	eGene
CVPC	CVPC_1283	eGene,caPeak
CVPC	CVPC_1284	eGene,caPeak
CVPC	CVPC_1285	eGene,caPeak
CVPC	CVPC_1286	eGene,caPeak
CVPC	CVPC_1287	eGene,caPeak
CVPC	CVPC_1288	eGene
CVPC	CVPC_1289	eGene
CVPC	CVPC_129	eGene,caPeak,haPeak
CVPC	CVPC_1290	eGene,haPeak
CVPC	CVPC_1291	eGene,haPeak
CVPC	CVPC_1292	eGene,haPeak
CVPC	CVPC_1293	eGene,haPeak
CVPC	CVPC_1294	eGene,haPeak
CVPC	CVPC_1295	eGene
CVPC	CVPC_1296	eGene,haPeak
CVPC	CVPC_1297	eGene,caPeak
CVPC	CVPC_1298	eGene,haPeak
CVPC	CVPC_1299	eGene,caPeak
CVPC	CVPC_13	caPeak,haPeak
CVPC	CVPC_130	eGene,caPeak,haPeak
CVPC	CVPC_1300	eGene,haPeak
CVPC	CVPC_1301	eGene,caPeak
CVPC	CVPC_1302	eGene,haPeak
CVPC	CVPC_1303	eGene,caPeak
CVPC	CVPC_1304	eGene,caPeak
CVPC	CVPC_1305	eGene,haPeak
CVPC	CVPC_1306	eGene,caPeak
CVPC	CVPC_1307	eGene
CVPC	CVPC_1308	eGene
CVPC	CVPC_1309	eGene
CVPC	CVPC_131	eGene,caPeak,haPeak
CVPC	CVPC_1310	eGene,haPeak
CVPC	CVPC_1311	eGene,haPeak
CVPC	CVPC_1312	eGene,caPeak
CVPC	CVPC_1313	eGene,haPeak
CVPC	CVPC_1314	eGene
CVPC	CVPC_1315	eGene,haPeak
CVPC	CVPC_1316	eGene,haPeak
CVPC	CVPC_1317	eGene,caPeak
CVPC	CVPC_1318	eGene
CVPC	CVPC_1319	eGene,haPeak
CVPC	CVPC_132	eGene,caPeak,haPeak
CVPC	CVPC_1320	eGene,caPeak
CVPC	CVPC_1321	eGene,caPeak
CVPC	CVPC_1322	eGene,caPeak
CVPC	CVPC_1323	eGene
CVPC	CVPC_1324	eGene,caPeak
CVPC	CVPC_1325	eGene,haPeak
CVPC	CVPC_1326	eGene,haPeak
CVPC	CVPC_1327	eGene
CVPC	CVPC_1328	eGene,haPeak
CVPC	CVPC_1329	eGene,caPeak
CVPC	CVPC_133	eGene,caPeak,haPeak
CVPC	CVPC_1330	eGene,haPeak
CVPC	CVPC_1331	eGene,haPeak
CVPC	CVPC_1332	eGene,haPeak
CVPC	CVPC_1333	eGene,haPeak
CVPC	CVPC_1334	eGene,haPeak
CVPC	CVPC_1335	eGene,caPeak
CVPC	CVPC_1336	eGene,caPeak
CVPC	CVPC_1337	eGene
CVPC	CVPC_1338	eGene,caPeak
CVPC	CVPC_1339	eGene,caPeak
CVPC	CVPC_134	eGene,haPeak
CVPC	CVPC_1340	eGene,caPeak
CVPC	CVPC_1341	eGene
CVPC	CVPC_1342	eGene
CVPC	CVPC_1343	eGene,caPeak
CVPC	CVPC_1344	eGene,haPeak
CVPC	CVPC_1345	eGene,caPeak
CVPC	CVPC_1346	eGene,haPeak
CVPC	CVPC_1347	eGene,haPeak
CVPC	CVPC_1348	eGene,caPeak
CVPC	CVPC_1349	eGene,haPeak
CVPC	CVPC_135	eGene
CVPC	CVPC_1350	eGene,haPeak
CVPC	CVPC_1351	eGene,haPeak
CVPC	CVPC_1352	eGene,haPeak
CVPC	CVPC_1353	eGene,haPeak
CVPC	CVPC_1354	eGene,caPeak
CVPC	CVPC_1355	eGene,haPeak
CVPC	CVPC_1356	eGene,haPeak
CVPC	CVPC_1357	eGene,caPeak
CVPC	CVPC_1358	eGene,caPeak
CVPC	CVPC_1359	eGene,haPeak
CVPC	CVPC_136	eGene,caPeak,haPeak
CVPC	CVPC_1360	eGene,caPeak
CVPC	CVPC_1361	eGene,caPeak
CVPC	CVPC_1362	eGene,caPeak
CVPC	CVPC_1363	eGene,haPeak
CVPC	CVPC_1364	eGene,haPeak
CVPC	CVPC_1365	eGene,haPeak
CVPC	CVPC_1366	eGene,haPeak
CVPC	CVPC_1367	eGene,caPeak
CVPC	CVPC_1368	eGene,caPeak
CVPC	CVPC_1369	eGene,haPeak
CVPC	CVPC_137	eGene,caPeak,haPeak
CVPC	CVPC_1370	caPeak,haPeak
CVPC	CVPC_1371	caPeak,haPeak
CVPC	CVPC_1372	caPeak,haPeak
CVPC	CVPC_1373	caPeak,haPeak
CVPC	CVPC_1374	caPeak,haPeak
CVPC	CVPC_1375	caPeak,haPeak
CVPC	CVPC_1376	caPeak,haPeak
CVPC	CVPC_1377	caPeak
CVPC	CVPC_1378	caPeak,haPeak
CVPC	CVPC_1379	caPeak
CVPC	CVPC_138	eGene,caPeak,haPeak
CVPC	CVPC_1380	caPeak,haPeak
CVPC	CVPC_1381	caPeak,haPeak
CVPC	CVPC_1382	caPeak,haPeak
CVPC	CVPC_1383	caPeak,haPeak
CVPC	CVPC_1384	caPeak,haPeak
CVPC	CVPC_1385	caPeak,haPeak
CVPC	CVPC_1386	caPeak,haPeak
CVPC	CVPC_1387	caPeak
CVPC	CVPC_1388	caPeak,haPeak
CVPC	CVPC_1389	caPeak,haPeak
CVPC	CVPC_139	eGene,caPeak,haPeak
CVPC	CVPC_1390	caPeak
CVPC	CVPC_1391	caPeak,haPeak
CVPC	CVPC_1392	caPeak,haPeak
CVPC	CVPC_1393	caPeak,haPeak
CVPC	CVPC_1394	caPeak,haPeak
CVPC	CVPC_1395	caPeak,haPeak
CVPC	CVPC_1396	caPeak,haPeak
CVPC	CVPC_1397	caPeak,haPeak
CVPC	CVPC_1398	caPeak,haPeak
CVPC	CVPC_1399	caPeak
CVPC	CVPC_14	eGene,caPeak,haPeak
CVPC	CVPC_140	eGene,caPeak,haPeak
CVPC	CVPC_1400	caPeak
CVPC	CVPC_1401	caPeak,haPeak
CVPC	CVPC_1402	caPeak,haPeak
CVPC	CVPC_1403	caPeak,haPeak
CVPC	CVPC_1404	caPeak,haPeak
CVPC	CVPC_1405	caPeak,haPeak
CVPC	CVPC_1406	caPeak,haPeak
CVPC	CVPC_1407	caPeak,haPeak
CVPC	CVPC_1408	caPeak,haPeak
CVPC	CVPC_1409	caPeak,haPeak
CVPC	CVPC_141	eGene,caPeak
CVPC	CVPC_1410	caPeak,haPeak
CVPC	CVPC_1411	caPeak,haPeak
CVPC	CVPC_1412	caPeak
CVPC	CVPC_1413	caPeak,haPeak
CVPC	CVPC_1414	caPeak,haPeak
CVPC	CVPC_1415	caPeak,haPeak
CVPC	CVPC_1416	caPeak,haPeak
CVPC	CVPC_1417	caPeak,haPeak
CVPC	CVPC_1418	caPeak,haPeak
CVPC	CVPC_1419	caPeak,haPeak
CVPC	CVPC_142	eGene,haPeak
CVPC	CVPC_1420	caPeak,haPeak
CVPC	CVPC_1421	caPeak
CVPC	CVPC_1422	caPeak,haPeak
CVPC	CVPC_1423	caPeak,haPeak
CVPC	CVPC_1424	caPeak,haPeak
CVPC	CVPC_1425	caPeak,haPeak
CVPC	CVPC_1426	caPeak,haPeak
CVPC	CVPC_1427	caPeak,haPeak
CVPC	CVPC_1428	caPeak
CVPC	CVPC_1429	caPeak,haPeak
CVPC	CVPC_143	eGene,caPeak,haPeak
CVPC	CVPC_1430	caPeak,haPeak
CVPC	CVPC_1431	caPeak,haPeak
CVPC	CVPC_1432	caPeak,haPeak
CVPC	CVPC_1433	caPeak,haPeak
CVPC	CVPC_1434	caPeak,haPeak
CVPC	CVPC_1435	caPeak,haPeak
CVPC	CVPC_1436	caPeak,haPeak
CVPC	CVPC_1437	caPeak,haPeak
CVPC	CVPC_1438	caPeak,haPeak
CVPC	CVPC_1439	caPeak,haPeak
CVPC	CVPC_144	eGene,haPeak
CVPC	CVPC_1440	caPeak,haPeak
CVPC	CVPC_1441	caPeak,haPeak
CVPC	CVPC_1442	caPeak,haPeak
CVPC	CVPC_1443	caPeak,haPeak
CVPC	CVPC_1444	caPeak,haPeak
CVPC	CVPC_1445	caPeak,haPeak
CVPC	CVPC_1446	caPeak,haPeak
CVPC	CVPC_1447	caPeak,haPeak
