qElement_Type	Complexity	V8	min_distance
caPeak	Singleton	ENSG00000277654.6	86597
caPeak	Singleton	ENSG00000185551.15	53557
caPeak	Complex	ENSG00000140450.9	41728
caPeak	Singleton	ENSG00000259424.3	86300
caPeak	Singleton	ENSG00000259424.3	77368
caPeak	Singleton	ENSG00000140443.15	22636
caPeak	Complex	ENSG00000140443.15	95212
caPeak	Singleton	ENSG00000142864.15	12047
caPeak	Singleton	ENSG00000182253.15	23866
caPeak	Complex	ENSG00000261054.1	22765
caPeak	Singleton	ENSG00000261054.1	17403
caPeak	Singleton	ENSG00000259706.1	22854
caPeak	Singleton	ENSG00000183060.16	7759
caPeak	Singleton	ENSG00000259363.6	6261
caPeak	Singleton	ENSG00000140470.15	57973
caPeak	Singleton	ENSG00000140471.17	66157
caPeak	Singleton	ENSG00000154237.13	70502
caPeak	Singleton	ENSG00000154237.13	93951
caPeak	Singleton	ENSG00000140479.18	23673
caPeak	Singleton	ENSG00000286733.1	24150
caPeak	Complex	ENSG00000286733.1	3727
caPeak	Complex	ENSG00000286733.1	9452
caPeak	Singleton	ENSG00000231439.4	98925
caPeak	Singleton	ENSG00000007384.15	17147
caPeak	Singleton	ENSG00000103148.17	65893
caPeak	Complex	ENSG00000103148.17	89233
caPeak	Complex	ENSG00000103148.17	48774
caPeak	Singleton	ENSG00000167930.17	32380
caPeak	Singleton	ENSG00000242173.10	1309
caPeak	Singleton	ENSG00000086504.18	2827
caPeak	Complex	ENSG00000129925.11	1236
caPeak	Complex	ENSG00000197562.10	1090
caPeak	Singleton	ENSG00000197562.10	5648
caPeak	Complex	ENSG00000127578.7	6437
caPeak	Singleton	ENSG00000127585.13	94661
caPeak	Singleton	ENSG00000103253.19	7829
caPeak	Singleton	ENSG00000162004.19	7808
caPeak	Singleton	ENSG00000127586.17	19484
caPeak	Singleton	ENSG00000276931.1	83445
caPeak	Complex	ENSG00000276931.1	81599
caPeak	Complex	ENSG00000276931.1	83452
caPeak	Singleton	ENSG00000276931.1	40085
caPeak	Singleton	ENSG00000276931.1	75423
caPeak	Singleton	ENSG00000172380.6	57683
caPeak	Singleton	ENSG00000005513.10	34593
caPeak	Singleton	ENSG00000005513.10	91341
caPeak	Complex	ENSG00000196557.13	26889
caPeak	Singleton	ENSG00000103275.21	99150
caPeak	Singleton	ENSG00000103275.21	30280
caPeak	Complex	ENSG00000197599.13	15572
caPeak	Singleton	ENSG00000100726.15	9531
caPeak	Complex	ENSG00000131634.14	723
caPeak	Singleton	ENSG00000131634.14	794
caPeak	Singleton	ENSG00000131634.14	43225
caPeak	Singleton	ENSG00000172380.6	13626
caPeak	Singleton	ENSG00000103024.8	63972
caPeak	Singleton	ENSG00000180185.13	40255
caPeak	Complex	ENSG00000063854.13	86828
caPeak	Singleton	ENSG00000140988.16	22750
caPeak	Singleton	ENSG00000255198.6	22699
caPeak	Singleton	ENSG00000183751.16	5259
caPeak	Singleton	ENSG00000103197.19	3781
caPeak	Singleton	ENSG00000103197.19	48314
caPeak	Singleton	ENSG00000008710.20	10526
caPeak	Complex	ENSG00000291228.1	2504
caPeak	Complex	ENSG00000290728.1	19628
caPeak	Complex	ENSG00000260565.9	18671
caPeak	Complex	ENSG00000260565.9	7354
caPeak	Singleton	ENSG00000205913.7	17495
caPeak	Singleton	ENSG00000263072.10	19619
caPeak	Singleton	ENSG00000263072.10	36734
caPeak	Singleton	ENSG00000288935.1	19755
caPeak	Complex	ENSG00000089486.17	4208
caPeak	Complex	ENSG00000118898.16	15124
caPeak	Singleton	ENSG00000183044.12	4124
caPeak	Singleton	ENSG00000183044.12	44834
caPeak	Singleton	ENSG00000183044.12	94537
caPeak	Singleton	ENSG00000153048.11	16383
caPeak	Singleton	ENSG00000187555.17	76357
caPeak	Singleton	ENSG00000183454.18	46175
caPeak	Complex	ENSG00000166669.14	6206
caPeak	Singleton	ENSG00000213853.10	58766
caPeak	Singleton	ENSG00000213853.10	20629
caPeak	Singleton	ENSG00000213853.10	36680
caPeak	Singleton	ENSG00000103274.11	27462
caPeak	Singleton	ENSG00000103274.11	73154
caPeak	Singleton	ENSG00000038532.17	59983
caPeak	Singleton	ENSG00000024526.17	60349
caPeak	Singleton	ENSG00000175643.10	57317
caPeak	Singleton	ENSG00000024526.17	90756
caPeak	Singleton	ENSG00000185338.7	52286
caPeak	Complex	ENSG00000171490.13	60531
caPeak	Singleton	ENSG00000262454.4	399
caPeak	Singleton	ENSG00000262454.4	2190
caPeak	Singleton	ENSG00000250251.7	79661
caPeak	Singleton	ENSG00000133392.18	571
caPeak	Singleton	ENSG00000091262.17	25251
caPeak	Complex	ENSG00000103489.12	99903
caPeak	Complex	ENSG00000103489.12	80152
caPeak	Complex	ENSG00000103489.12	91300
caPeak	Complex	ENSG00000103544.17	40329
caPeak	Singleton	ENSG00000167191.12	7157
caPeak	Singleton	ENSG00000167191.12	6852
caPeak	Singleton	ENSG00000183549.10	237
caPeak	Singleton	ENSG00000011638.11	44524
caPeak	Singleton	ENSG00000291066.1	1139
caPeak	Singleton	ENSG00000168434.13	16732
caPeak	Complex	ENSG00000103365.15	54605
caPeak	Complex	ENSG00000260751.2	75813
caPeak	Singleton	ENSG00000166851.15	35631
caPeak	Singleton	ENSG00000166501.14	55320
caPeak	Complex	ENSG00000090905.19	84588
caPeak	Singleton	ENSG00000140750.17	72264
caPeak	Complex	ENSG00000140750.17	71410
caPeak	Singleton	ENSG00000262155.2	15450
caPeak	Complex	ENSG00000205629.12	67147
caPeak	Singleton	ENSG00000077238.14	3588
caPeak	Singleton	ENSG00000077238.14	48975
caPeak	Complex	ENSG00000116761.12	19418
caPeak	Singleton	ENSG00000198156.11	27689
caPeak	Complex	ENSG00000198156.11	37947
caPeak	Complex	ENSG00000198156.11	41418
caPeak	Singleton	ENSG00000188603.22	6928
caPeak	Complex	ENSG00000197165.11	72537
caPeak	Singleton	ENSG00000197165.11	70035
caPeak	Complex	ENSG00000196993.9	74407
caPeak	Complex	ENSG00000196993.9	87263
caPeak	Complex	ENSG00000196993.9	59989
caPeak	Complex	ENSG00000251417.2	23451
caPeak	Complex	ENSG00000178952.11	38343
caPeak	Complex	ENSG00000178188.16	38094
caPeak	Singleton	ENSG00000205534.6	48415
caPeak	Singleton	ENSG00000288632.1	27597
caPeak	Complex	ENSG00000103485.19	7107
caPeak	Singleton	ENSG00000261052.6	32739
caPeak	Singleton	ENSG00000169221.14	66704
caPeak	Complex	ENSG00000260852.1	3206
caPeak	Complex	ENSG00000099377.14	66176
caPeak	Complex	ENSG00000103496.15	473
caPeak	Singleton	ENSG00000178226.11	9767
caPeak	Singleton	ENSG00000140691.18	6146
caPeak	Singleton	ENSG00000260267.1	38756
caPeak	Complex	ENSG00000140688.18	2282
caPeak	Complex	ENSG00000196470.12	41693
caPeak	Singleton	ENSG00000102921.8	44664
caPeak	Singleton	ENSG00000102921.8	67502
caPeak	Singleton	ENSG00000102924.13	11931
caPeak	Singleton	ENSG00000102924.13	58121
caPeak	Singleton	ENSG00000102935.12	10667
caPeak	Singleton	ENSG00000155393.14	53909
caPeak	Singleton	ENSG00000155393.14	29387
caPeak	Singleton	ENSG00000166164.17	81802
caPeak	Singleton	ENSG00000277639.3	47563
caPeak	Singleton	ENSG00000277639.3	8638
caPeak	Complex	ENSG00000177200.18	91295
caPeak	Singleton	ENSG00000233994.2	15000
caPeak	Singleton	ENSG00000286863.2	88386
caPeak	Singleton	ENSG00000159387.8	7022
caPeak	Singleton	ENSG00000103546.19	61935
caPeak	Complex	ENSG00000103546.19	40224
caPeak	Complex	ENSG00000278928.1	6453
caPeak	Singleton	ENSG00000159461.15	92587
caPeak	Singleton	ENSG00000159461.15	88075
caPeak	Singleton	ENSG00000125124.14	35036
caPeak	Singleton	ENSG00000125124.14	81639
caPeak	Singleton	ENSG00000102900.13	14393
caPeak	Singleton	ENSG00000051108.15	19854
caPeak	Singleton	ENSG00000261114.1	21218
caPeak	Singleton	ENSG00000140848.17	18836
caPeak	Singleton	ENSG00000102931.8	41513
caPeak	Singleton	ENSG00000102934.10	6533
caPeak	Singleton	ENSG00000135736.6	8263
caPeak	Complex	ENSG00000205336.14	56351
caPeak	Singleton	ENSG00000205336.14	33765
caPeak	Singleton	ENSG00000140854.13	7860
caPeak	Singleton	ENSG00000140859.16	12490
caPeak	Singleton	ENSG00000140859.16	5801
caPeak	Singleton	ENSG00000102996.5	30709
caPeak	Complex	ENSG00000102996.5	15427
caPeak	Complex	ENSG00000070761.8	55782
caPeak	Complex	ENSG00000070761.8	22082
caPeak	Complex	ENSG00000260927.2	23165
caPeak	Singleton	ENSG00000103034.15	12120
caPeak	Singleton	ENSG00000289004.2	18778
caPeak	Complex	ENSG00000289004.2	53231
caPeak	Complex	ENSG00000103037.12	53219
caPeak	Singleton	ENSG00000125166.13	56764
caPeak	Singleton	ENSG00000150394.14	87375
caPeak	Singleton	ENSG00000260658.7	63916
caPeak	Singleton	ENSG00000278893.1	75243
caPeak	Singleton	ENSG00000278893.1	71233
caPeak	Singleton	ENSG00000179776.20	4326
caPeak	Singleton	ENSG00000166546.15	32976
caPeak	Singleton	ENSG00000183723.13	24094
caPeak	Singleton	ENSG00000183723.13	59891
caPeak	Singleton	ENSG00000172831.14	93830
caPeak	Singleton	ENSG00000172828.13	15149
caPeak	Singleton	ENSG00000196123.13	97228
caPeak	Singleton	ENSG00000178965.14	10902
caPeak	Singleton	ENSG00000124067.17	57664
caPeak	Singleton	ENSG00000167264.18	15290
caPeak	Singleton	ENSG00000263276.1	30367
caPeak	Singleton	ENSG00000103066.13	18721
caPeak	Complex	ENSG00000132600.18	25105
caPeak	Singleton	ENSG00000132600.18	12104
caPeak	Complex	ENSG00000132600.18	23916
caPeak	Singleton	ENSG00000116791.14	30038
caPeak	Singleton	ENSG00000162623.16	30297
caPeak	Singleton	ENSG00000102908.23	42411
caPeak	Singleton	ENSG00000198373.13	68565
caPeak	Singleton	ENSG00000157322.18	10950
caPeak	Complex	ENSG00000157322.18	87063
caPeak	Complex	ENSG00000291263.1	28047
caPeak	Singleton	ENSG00000157368.12	97686
caPeak	Singleton	ENSG00000279569.1	22092
caPeak	Complex	ENSG00000157423.18	97994
caPeak	Singleton	ENSG00000180917.18	91319
caPeak	Singleton	ENSG00000167377.19	36626
caPeak	Singleton	ENSG00000157429.16	224
caPeak	Singleton	ENSG00000263232.2	11138
caPeak	Complex	ENSG00000117054.15	48570
caPeak	Singleton	ENSG00000103035.11	60667
caPeak	Singleton	ENSG00000196436.9	32205
caPeak	Singleton	ENSG00000140839.13	16265
caPeak	Singleton	ENSG00000140839.13	26674
caPeak	Singleton	ENSG00000140839.13	47879
caPeak	Singleton	ENSG00000140839.13	18625
caPeak	Singleton	ENSG00000090863.12	57566
caPeak	Complex	ENSG00000186187.12	71549
caPeak	Complex	ENSG00000186187.12	82349
caPeak	Complex	ENSG00000280152.1	19019
caPeak	Singleton	ENSG00000280152.1	10233
caPeak	Singleton	ENSG00000050820.17	83929
caPeak	Singleton	ENSG00000153774.9	11902
caPeak	Complex	ENSG00000166822.13	877
caPeak	Complex	ENSG00000184005.12	43425
caPeak	Complex	ENSG00000184005.12	19234
caPeak	Complex	ENSG00000184005.12	21573
caPeak	Complex	ENSG00000140876.11	85718
caPeak	Singleton	ENSG00000171724.3	94510
caPeak	Singleton	ENSG00000186153.19	33837
caPeak	Singleton	ENSG00000186153.19	27208
caPeak	Singleton	ENSG00000276007.1	55966
caPeak	Singleton	ENSG00000184005.12	15229
caPeak	Singleton	ENSG00000277954.1	56608
caPeak	Singleton	ENSG00000261390.8	4766
caPeak	Singleton	ENSG00000261390.8	11578
caPeak	Singleton	ENSG00000260896.6	38018
caPeak	Complex	ENSG00000166451.14	34640
caPeak	Singleton	ENSG00000140905.11	12716
caPeak	Singleton	ENSG00000166473.19	12043
caPeak	Singleton	ENSG00000153815.18	31742
caPeak	Singleton	ENSG00000135698.10	21756
caPeak	Singleton	ENSG00000140945.17	17466
haPeak	Singleton	ENSG00000225880.6	27543
haPeak	Singleton	ENSG00000110693.19	33327
haPeak	Complex	ENSG00000244398.1	65593
haPeak	Singleton	ENSG00000244398.1	70876
haPeak	Complex	ENSG00000244398.1	62801
haPeak	Singleton	ENSG00000070081.18	37914
haPeak	Complex	ENSG00000187486.7	1809
haPeak	Complex	ENSG00000129158.11	32706
haPeak	Singleton	ENSG00000134339.9	3080
haPeak	Singleton	ENSG00000134339.9	2218
haPeak	Singleton	ENSG00000173432.13	68345
haPeak	Singleton	ENSG00000134333.15	66738
haPeak	Complex	ENSG00000074319.13	10697
haPeak	Singleton	ENSG00000179119.15	23354
haPeak	Singleton	ENSG00000129170.10	29992
haPeak	Singleton	ENSG00000129170.10	21477
haPeak	Complex	ENSG00000129170.10	28563
haPeak	Complex	ENSG00000129173.13	59612
haPeak	Singleton	ENSG00000254453.2	46750
haPeak	Singleton	ENSG00000254453.2	33541
haPeak	Complex	ENSG00000165973.19	42538
haPeak	Singleton	ENSG00000183161.6	51408
haPeak	Complex	ENSG00000183161.6	64605
haPeak	Singleton	ENSG00000148942.15	60357
haPeak	Singleton	ENSG00000148942.15	69164
haPeak	Singleton	ENSG00000176971.4	6076
haPeak	Singleton	ENSG00000109881.17	12864
haPeak	Singleton	ENSG00000205213.14	45269
haPeak	Singleton	ENSG00000121621.7	88734
haPeak	Singleton	ENSG00000169519.21	85190
haPeak	Singleton	ENSG00000121621.7	85279
haPeak	Singleton	ENSG00000254489.4	40518
haPeak	Singleton	ENSG00000126709.16	18147
haPeak	Singleton	ENSG00000142611.17	8604
haPeak	Singleton	ENSG00000177133.14	8678
haPeak	Singleton	ENSG00000284969.1	4415
haPeak	Complex	ENSG00000085063.18	255
haPeak	Singleton	ENSG00000166016.6	26707
haPeak	Singleton	ENSG00000117751.18	98400
haPeak	Complex	ENSG00000117748.10	174
haPeak	Singleton	ENSG00000110436.13	7183
haPeak	Singleton	ENSG00000110442.12	53728
haPeak	Singleton	ENSG00000166352.18	16596
haPeak	Complex	ENSG00000148948.8	64393
haPeak	Singleton	ENSG00000148948.8	27120
haPeak	Complex	ENSG00000283341.4	91755
haPeak	Singleton	ENSG00000187479.9	22407
haPeak	Complex	ENSG00000110455.14	53840
haPeak	Complex	ENSG00000110455.14	514
haPeak	Singleton	ENSG00000142611.17	13292
haPeak	Complex	ENSG00000270605.1	45072
haPeak	Singleton	ENSG00000157570.12	3982
haPeak	Complex	ENSG00000157570.12	40734
haPeak	Singleton	ENSG00000175274.19	88741
haPeak	Complex	ENSG00000175274.19	5669
haPeak	Complex	ENSG00000254427.3	47663
haPeak	Singleton	ENSG00000121671.12	71350
haPeak	Singleton	ENSG00000121671.12	88795
haPeak	Singleton	ENSG00000121671.12	28128
haPeak	Complex	ENSG00000165905.18	71966
haPeak	Singleton	ENSG00000135365.17	14538
haPeak	Singleton	ENSG00000244313.3	21711
haPeak	Singleton	ENSG00000180210.15	12723
haPeak	Singleton	ENSG00000134569.10	15528
haPeak	Singleton	ENSG00000149179.14	5463
haPeak	Complex	ENSG00000149182.15	5309
haPeak	Singleton	ENSG00000180098.9	6203
haPeak	Singleton	ENSG00000110514.20	3087
haPeak	Complex	ENSG00000134571.12	3989
haPeak	Singleton	ENSG00000197989.15	7608
haPeak	Singleton	ENSG00000165916.9	72471
haPeak	Singleton	ENSG00000213619.11	1537
haPeak	Singleton	ENSG00000188060.8	69717
haPeak	Complex	ENSG00000109920.13	19655
haPeak	Complex	ENSG00000109920.13	94296
haPeak	Complex	ENSG00000109920.13	59225
haPeak	Complex	ENSG00000149177.15	76450
haPeak	Singleton	ENSG00000149177.15	95174
haPeak	Complex	ENSG00000149177.15	49018
haPeak	Singleton	ENSG00000183908.7	37976
haPeak	Singleton	ENSG00000162419.13	67500
haPeak	Singleton	ENSG00000134817.12	76934
haPeak	Singleton	ENSG00000134817.12	21831
haPeak	Complex	ENSG00000149115.14	28297
haPeak	Complex	ENSG00000211450.11	18210
haPeak	Singleton	ENSG00000198561.16	49965
haPeak	Singleton	ENSG00000110042.8	98964
haPeak	Singleton	ENSG00000110048.12	55714
haPeak	Singleton	ENSG00000110107.9	70039
haPeak	Singleton	ENSG00000167987.11	2779
haPeak	Complex	ENSG00000167987.11	33037
haPeak	Complex	ENSG00000167987.11	41086
haPeak	Singleton	ENSG00000167987.11	27982
haPeak	Singleton	ENSG00000124920.14	73680
haPeak	Complex	ENSG00000124920.14	12092
haPeak	Singleton	ENSG00000149485.19	47332
haPeak	Complex	ENSG00000149485.19	32529
haPeak	Complex	ENSG00000149485.19	3549
haPeak	Singleton	ENSG00000149485.19	1495
haPeak	Complex	ENSG00000221968.9	25753
haPeak	Complex	ENSG00000167996.16	11160
haPeak	Singleton	ENSG00000149503.13	82586
haPeak	Complex	ENSG00000162174.12	90424
haPeak	Complex	ENSG00000124942.14	28236
haPeak	Complex	ENSG00000089597.18	536
haPeak	Complex	ENSG00000176485.14	2332
haPeak	Complex	ENSG00000126500.4	17969
haPeak	Singleton	ENSG00000133315.12	54941
haPeak	Singleton	ENSG00000168071.22	13981
haPeak	Singleton	ENSG00000231680.2	9951
haPeak	Singleton	ENSG00000060656.20	77904
haPeak	Singleton	ENSG00000162298.19	1
haPeak	Complex	ENSG00000287917.3	52019
haPeak	Complex	ENSG00000168056.18	3853
haPeak	Complex	ENSG00000168056.18	2988
haPeak	Complex	ENSG00000173465.8	5655
haPeak	Complex	ENSG00000260233.4	5656
haPeak	Complex	ENSG00000173442.13	10922
haPeak	Complex	ENSG00000172500.13	559
haPeak	Singleton	ENSG00000175115.13	97759
haPeak	Singleton	ENSG00000174669.12	12614
haPeak	Singleton	ENSG00000174516.15	31580
haPeak	Singleton	ENSG00000174547.13	31994
haPeak	Singleton	ENSG00000173621.9	45480
haPeak	Singleton	ENSG00000173120.15	61436
haPeak	Singleton	ENSG00000173020.11	22176
haPeak	Singleton	ENSG00000256514.1	49484
haPeak	Singleton	ENSG00000290994.1	58532
haPeak	Complex	ENSG00000290994.1	47030
haPeak	Singleton	ENSG00000290994.1	50090
haPeak	Complex	ENSG00000290994.1	31839
haPeak	Singleton	ENSG00000006534.17	13542
haPeak	Complex	ENSG00000223382.6	5522
haPeak	Singleton	ENSG00000223382.6	3181
haPeak	Singleton	ENSG00000286369.2	36298
haPeak	Singleton	ENSG00000171067.11	36394
haPeak	Singleton	ENSG00000110075.15	10923
haPeak	Complex	ENSG00000197345.13	4105
haPeak	Complex	ENSG00000132740.10	59397
haPeak	Singleton	ENSG00000149716.13	34509
haPeak	Complex	ENSG00000149716.13	69231
haPeak	Complex	ENSG00000131620.18	85122
haPeak	Singleton	ENSG00000131620.18	35018
haPeak	Singleton	ENSG00000168040.5	91482
haPeak	Singleton	ENSG00000131626.19	9547
haPeak	Complex	ENSG00000172890.13	80412
haPeak	Complex	ENSG00000291186.1	13678
haPeak	Singleton	ENSG00000186635.16	3642
haPeak	Singleton	ENSG00000186635.16	1677
haPeak	Singleton	ENSG00000175591.12	24479
haPeak	Singleton	ENSG00000171631.16	47606
haPeak	Singleton	ENSG00000171631.16	25740
haPeak	Complex	ENSG00000175567.11	25222
haPeak	Singleton	ENSG00000054938.17	23308
haPeak	Complex	ENSG00000166439.6	5174
haPeak	Singleton	ENSG00000121766.16	3908
haPeak	Complex	ENSG00000118363.13	55536
haPeak	Complex	ENSG00000166435.17	55478
haPeak	Complex	ENSG00000162139.10	7178
haPeak	Singleton	ENSG00000137491.15	72780
haPeak	Complex	ENSG00000137491.15	54148
haPeak	Singleton	ENSG00000137486.17	34225
haPeak	Complex	ENSG00000121769.8	9201
haPeak	Singleton	ENSG00000149273.15	18610
haPeak	Singleton	ENSG00000158555.15	21038
haPeak	Complex	ENSG00000142910.16	45240
haPeak	Singleton	ENSG00000149257.16	48198
haPeak	Singleton	ENSG00000149257.16	24932
haPeak	Complex	ENSG00000255326.1	0
haPeak	Complex	ENSG00000255326.1	29939
haPeak	Singleton	ENSG00000137507.11	79724
haPeak	Singleton	ENSG00000137507.11	16020
haPeak	Complex	ENSG00000078124.13	43570
haPeak	Singleton	ENSG00000178301.4	11822
haPeak	Singleton	ENSG00000149262.19	61581
haPeak	Singleton	ENSG00000149262.19	323
haPeak	Complex	ENSG00000188997.8	45776
haPeak	Complex	ENSG00000188997.8	1008
haPeak	Complex	ENSG00000118369.13	3317
haPeak	Complex	ENSG00000033327.13	14417
haPeak	Complex	ENSG00000137513.11	95900
haPeak	Complex	ENSG00000165490.13	50204
haPeak	Complex	ENSG00000137500.10	48672
haPeak	Singleton	ENSG00000171202.7	57437
haPeak	Singleton	ENSG00000073921.18	34141
haPeak	Singleton	ENSG00000278989.1	31215
haPeak	Singleton	ENSG00000278989.1	72973
haPeak	Complex	ENSG00000151376.18	74842
haPeak	Complex	ENSG00000166575.17	21598
haPeak	Singleton	ENSG00000123892.12	74388
haPeak	Singleton	ENSG00000109861.17	16588
haPeak	Singleton	ENSG00000086991.13	57905
haPeak	Singleton	ENSG00000077616.11	9043
haPeak	Complex	ENSG00000077616.11	16120
haPeak	Singleton	ENSG00000110172.12	46120
haPeak	Singleton	ENSG00000280367.1	46193
haPeak	Singleton	ENSG00000165323.16	67663
haPeak	Complex	ENSG00000042429.12	40624
haPeak	Singleton	ENSG00000110218.9	52117
haPeak	Singleton	ENSG00000150316.12	56113
haPeak	Singleton	ENSG00000149212.12	82627
haPeak	Singleton	ENSG00000166037.11	47832
haPeak	Singleton	ENSG00000077458.13	47385
haPeak	Singleton	ENSG00000184384.15	56017
haPeak	Complex	ENSG00000184384.15	68878
haPeak	Complex	ENSG00000184384.15	68986
haPeak	Singleton	ENSG00000184384.15	2801
haPeak	Complex	ENSG00000184384.15	72149
haPeak	Singleton	ENSG00000183340.7	83238
haPeak	Singleton	ENSG00000149231.16	83268
haPeak	Singleton	ENSG00000183340.7	44436
haPeak	Singleton	ENSG00000183340.7	57456
haPeak	Singleton	ENSG00000183340.7	30184
haPeak	Singleton	ENSG00000165895.19	54309
haPeak	Singleton	ENSG00000248027.1	8438
haPeak	Singleton	ENSG00000165895.19	7768
haPeak	Complex	ENSG00000248027.1	79914
haPeak	Singleton	ENSG00000248027.1	3950
haPeak	Complex	ENSG00000248027.1	90508
haPeak	Singleton	ENSG00000277459.1	8199
haPeak	Singleton	ENSG00000277459.1	67142
haPeak	Complex	ENSG00000277459.1	85764
haPeak	Singleton	ENSG00000204397.10	36525
haPeak	Singleton	ENSG00000204397.10	19444
haPeak	Singleton	ENSG00000162521.19	36483
haPeak	Singleton	ENSG00000176261.16	36719
haPeak	Singleton	ENSG00000182359.15	30227
haPeak	Singleton	ENSG00000170290.4	28134
haPeak	Singleton	ENSG00000110660.15	36079
haPeak	Complex	ENSG00000288012.2	833
haPeak	Singleton	ENSG00000110723.12	42106
haPeak	Complex	ENSG00000149289.11	12708
haPeak	Singleton	ENSG00000149289.11	38352
haPeak	Singleton	ENSG00000137710.17	1234
haPeak	Singleton	ENSG00000254416.6	3803
haPeak	Singleton	ENSG00000137714.3	56252
haPeak	Singleton	ENSG00000137714.3	41874
haPeak	Complex	ENSG00000170276.6	27593
haPeak	Singleton	ENSG00000116514.17	39234
haPeak	Singleton	ENSG00000149292.17	7772
haPeak	Singleton	ENSG00000255129.7	7678
haPeak	Complex	ENSG00000149292.17	8300
haPeak	Singleton	ENSG00000086827.9	86189
haPeak	Singleton	ENSG00000166741.8	41559
haPeak	Singleton	ENSG00000166741.8	30934
haPeak	Singleton	ENSG00000255663.1	3070
haPeak	Singleton	ENSG00000182985.19	98376
haPeak	Complex	ENSG00000134686.21	25450
haPeak	Singleton	ENSG00000110245.12	277
haPeak	Complex	ENSG00000118137.10	84890
haPeak	Complex	ENSG00000118137.10	18428
haPeak	Complex	ENSG00000160584.17	78160
haPeak	Singleton	ENSG00000168092.14	49506
haPeak	Singleton	ENSG00000149591.17	2439
haPeak	Singleton	ENSG00000278768.4	64753
haPeak	Singleton	ENSG00000149575.9	87428
haPeak	Complex	ENSG00000149575.9	19775
haPeak	Singleton	ENSG00000163866.9	99282
haPeak	Complex	ENSG00000019144.20	73373
haPeak	Complex	ENSG00000255176.1	43193
haPeak	Singleton	ENSG00000186174.13	5002
haPeak	Singleton	ENSG00000110395.8	82648
haPeak	Singleton	ENSG00000110395.8	43796
haPeak	Singleton	ENSG00000076706.17	27102
haPeak	Complex	ENSG00000154096.14	25181
haPeak	Complex	ENSG00000116560.12	18703
haPeak	Singleton	ENSG00000181264.9	8031
haPeak	Singleton	ENSG00000196914.9	45233
haPeak	Singleton	ENSG00000149403.13	34735
haPeak	Complex	ENSG00000109927.11	45349
haPeak	Complex	ENSG00000109929.10	54708
haPeak	Singleton	ENSG00000109929.10	71625
haPeak	Singleton	ENSG00000109929.10	75229
haPeak	Complex	ENSG00000166250.12	60445
haPeak	Singleton	ENSG00000023171.20	50069
haPeak	Singleton	ENSG00000149547.15	19791
haPeak	Complex	ENSG00000254759.1	32288
haPeak	Singleton	ENSG00000254759.1	61065
haPeak	Singleton	ENSG00000110080.20	16773
haPeak	Singleton	ENSG00000134954.14	92260
haPeak	Singleton	ENSG00000120457.12	12162
haPeak	Complex	ENSG00000174370.12	25883
haPeak	Singleton	ENSG00000092850.12	1405
haPeak	Singleton	ENSG00000134909.19	64265
haPeak	Singleton	ENSG00000134909.19	14752
haPeak	Singleton	ENSG00000170322.15	142
haPeak	Singleton	ENSG00000170325.16	39058
haPeak	Singleton	ENSG00000084234.18	50623
haPeak	Singleton	ENSG00000149418.11	42820
haPeak	Complex	ENSG00000134917.10	4610
haPeak	Complex	ENSG00000054116.12	36532
haPeak	Singleton	ENSG00000120451.11	72384
haPeak	Complex	ENSG00000120451.11	45407
haPeak	Complex	ENSG00000120451.11	71026
haPeak	Complex	ENSG00000120451.11	30561
haPeak	Complex	ENSG00000120451.11	18622
haPeak	Singleton	ENSG00000182667.15	85809
haPeak	Singleton	ENSG00000054116.12	30042
haPeak	Singleton	ENSG00000279711.1	69
haPeak	Singleton	ENSG00000080854.16	10882
haPeak	Singleton	ENSG00000080854.16	7791
haPeak	Singleton	ENSG00000204241.9	83674
haPeak	Singleton	ENSG00000166086.13	15358
haPeak	Singleton	ENSG00000166086.13	1207
haPeak	Singleton	ENSG00000054118.15	97828
haPeak	Singleton	ENSG00000151503.14	20724
haPeak	Singleton	ENSG00000287251.1	4185
haPeak	Singleton	ENSG00000111181.13	28938
haPeak	Singleton	ENSG00000010379.16	2260
haPeak	Complex	ENSG00000120647.10	99694
haPeak	Singleton	ENSG00000139044.12	59131
haPeak	Complex	ENSG00000139044.12	69443
haPeak	Singleton	ENSG00000177406.5	10911
haPeak	Singleton	ENSG00000177406.5	23848
haPeak	Singleton	ENSG00000002016.18	69354
haPeak	Singleton	ENSG00000214193.11	96484
haPeak	Complex	ENSG00000250132.6	78853
haPeak	Singleton	ENSG00000171823.7	15662
haPeak	Singleton	ENSG00000171823.7	25986
haPeak	Singleton	ENSG00000151065.14	61709
haPeak	Complex	ENSG00000286379.1	38653
haPeak	Complex	ENSG00000286379.1	60463
haPeak	Singleton	ENSG00000196182.11	50854
haPeak	Complex	ENSG00000197905.10	17915
haPeak	Singleton	ENSG00000197905.10	44628
haPeak	Singleton	ENSG00000250899.3	15645
haPeak	Singleton	ENSG00000011105.14	1391
haPeak	Complex	ENSG00000011105.14	14849
haPeak	Singleton	ENSG00000011105.14	62483
haPeak	Singleton	ENSG00000227081.5	69892
haPeak	Complex	ENSG00000227081.5	32774
haPeak	Complex	ENSG00000227081.5	26299
haPeak	Complex	ENSG00000227081.5	1636
haPeak	Complex	ENSG00000227081.5	1628
haPeak	Singleton	ENSG00000227081.5	5257
haPeak	Singleton	ENSG00000181817.6	23266
haPeak	Singleton	ENSG00000227081.5	27351
